content,score,year,month,day,tone
kenapa sejak 2024 aplikasi ini gak bisa lagi dibuka alasanya koneksi tidak stabil ini aplikasi ny yang kurang mampu membuat data digital yah 2023 kemarin masih bisa di buka setelah 2024 udh gak bisa uninstal aja yok aplikasi nya gak berguna juga kalo gak bisa dibuka,1,2024,2,27,-1
pembuatan dan pengalihan ke aplikasi digital seharusnya mempermudah bukan mempersulit 1dari pendaftaran sudah dipersulit harus datang ke kelurahan untuk scan aktivasi 2setelah itu dipersulit dengan pindai scan kartu keluarga yang hasil pindainya tidak menampilkan dokumen 3 tidak di izinkan download dokumen semoga ada perbaikan,1,2023,10,5,-1
temanteman caranya kalian kalau udh download dan isi dokumen lengkap nanti muncul disuruh barcode nah kalian bisa ke kecamatan masingmasing mau scan barcode buat aktifin aplikasi idk ke petugas antrian yang bikin k bilang aja udah deh nanti dibantu scan barcode yang ada di kecamatan yang udh disediakan tanpa harus bayar apa selesai selama ektp hilang aku selalu pakai ini lengkap juga ada dokumen k dan jkn npwp punya kita yang sudah terdeteksi di aplikasi ini selamat mencoba,5,2024,5,16,1
mafini kenapa aplikasi ikd belum bisa di akses sampai hari initerjadi kesalahan koneksi teruspadah kuota internet masih ada dan bisa buat buka aplikasi yang lain hanya aplikasi ikd yang tidak bisa diaksestolong dong segera diperbaiki,5,2024,5,2,1
bagus dari segi layanan keamananya ketika mau apapun di minta pin kalau dari segi layanan juga baik kemanamana tidak harus membawa dokumen kependudukan secara fisik namun untuk sementara akses login dan mengakses menu yang lainya sangat lama dan uinya tidak begitu user friendly serta membutuhkan waktu untuk memahami setiap menu dan kalau bisa ofline malah lebih bagus karena kuota / paket data tidak selalu punya,2,2023,1,31,-1
tiap mau buka aplikasi ini selalu aja keterangan nya kesalahan koneksiudah di updatejaringan pun bagus dan stabiltolong dong di perbaiki sistemnyasudah ribet ngurusin ke dukcapil perihal kode qrtapi udah beresmalah kesalahan koneksi terus,2,2024,2,25,-1
aplikasi nya susah sekali dibuka padahal jaringan nya ful tolong diperbaiki lagi apl katanya mempermudah masyarakat padahal ini menyusahkan sekali klau mau login cuma mutarmutar doang dan muncul tulisan terjadi kesalahan sya kasih bintang 3 dlu krna apl nya susah dibuka klau udah bagus nanti sya tambah lagi bintang nya,3,2023,12,20,-1
aplikasi nya sudah dinstal tapi klik daftar dan lanjut gak bisa karena persetujuan aplikasi tidak dapat digerakan sudah coba berkali kali tetap tidak bisa lanjut mohon diperbaiki dan menjadi perhatian lebih kalau memang mau digunakan masal,1,2024,1,10,-1
hi tolong dibenahi dan di upgrade lagi masa sekelas aplikasi negara sering ngelag ribet dan susah masuk banyak komen juga sering ada tulisan coba lagi bukanya mempermudah malah memperibet zaman makin berkembang masa teknologi yang dipake di kelas pemerintahan kalah sama game,2,2023,3,27,-1
saya baru mau buat tetapi tidak bisa di buka loading terus memory ekternal masih cukup internal pun masih banyak berkali kali hapus instal dan hapus chache tetap loading pakai wifi maupun data sama saja,3,2024,2,9,-1
aplikasilikasi gak berguna menurut saya kerna pelayanan pelayanan sekarang masih meminta kartu fisik dan dokumen yang ada di ikd tidak bisa di download sepeti k dan akte lahir anak seharusnya aplikasilikasi ini di bangun untuk memudahkan taplikasilikasii kenyatanya tidak karna kita masih di haruskan datang ke dukcaplikasilikasiil yang mana kantornya itu sangat jauh bsa menghabiskan waktu 1 jam stengah perjalanan,1,2024,5,1,-1
aplikasi jelek ga bisa dibuka tiap dibuka selalu ngomong terjadi kesalahan koneksi padahal jaringan disini mah bagus aja masa tiap kali aplikasinya dibuka koneksinya jelek trus masa aplikasi nya gada perkembangan sama sekali ini udah tahun 2024 loh untuk sementara saya kasih bintang 1 krna kecewa nanti saya kasih rating 5 kalau saya udh bisa login di aplikasi nya,1,2024,2,26,-1
sudah di instal nihbikinya sih mudahtp ke dukcapil lg utk scan barcodenyagak efisien kyk wktu pertama bikin ektp juga harus dateng dan antri jdi apa bedanya kalau semua penduduk dewasa indonesia download aplikasi ini lumayan pemasukanya,3,2024,1,3,-1
hadeh gua kira setelah adanya aplikasilikasi ini bisa mempermudah eh gak tau ny untuk keperluan tertentu misal bayar pajak mtor harus d minta ktp aslifisik trs gunanya aplikasilikasi digital buat aplikasi coba itu baru contoh kecil ny aj saran gua sih pemerintah harus men sinkronisasi kan kegunan yang sebenernya,1,2024,1,5,-1
aplikasi gak jelas selalu ga bisa masuk selalu saja terjadi kesalahan koneksi pdahal internet aman buat browsing buat youtube juga aman tapi ga bisa buka aplikasi ini,1,2024,4,26,-1
sudah instal sudah daftar pas mau verifikasi wajah apl ngak respon sudah ulang berkali2 tetap saja tidak bisa ambil foto kalau harus pergi ke dukcapil buat apa ini aplikasi,2,2024,3,4,-1
aplikasi ini kan sebenarnya sudah terhubung ke dukcapil begitu pun data ktp yang sudah ada lantas mengapa bagi yang sudah memiliki ktp dan ingin mengunakan aplikasi ini masih diminta ke dukcapil untuk scan qr kode seharusnya fungsi utama dari aplikasi seperti ini adalah memperingkas birokrasi bukan malah menambah keribetan penguna aplikasi yang masih harus ke dukcapil hanya untuk sekedar meminta qr kode malah ribet di birokrasi lagi mbok yo mikir,1,2024,5,4,-1
susah untuk masuk aplikasi mungkin bug nya belum sempurna padahal punya pemerintah kalo buka di area dukcapil pkek wifi sana lancar wkwkwkw udh terbiasa menikmati fasilitas negeri ini ya gini karena kebanyakan menghemat budget,1,2024,1,4,-1
masih tahap pengembangan masih bisa diterima tapi untuk buka dokumen saja gak bisa paket data ada wifi sinyal bagus tapi terus loading dan berakhir coba lagi ada solusi kirakira,3,2024,1,1,-1
sama aja bong kita masih harus ke dukcapil untuk bisa akses aplikasi ini karena di butuh kan qr kode dari dukcapil untuk perifikasi padahal udah rekam ktp elektronik yang sudah ada sidik jari kenapa gak gunakan sidik jari saja dari hp yang mendukung sidik jari untuk mendapakan hak dasar aja begitu merepot kan seolah olah itu kewajiban masyarakat,1,2024,5,4,-1
cukup bagus walaupun tampilan uinya identik seperti aplikasi pemerintah lainya semoga kedepanya tampilan uinya bisa lebih bagus lagi kalau bisa rekrut it yang mumpuni yang bisa buat ui bagus saran juga agar bisa download berkas seperti k dan akta lahir dl jadi aplikasinya berguna banget dan juga bisa pakai fingerprint ataupun face id,5,2024,1,18,1
sangat sulit untuk login walaupun sudah mengunakan wifi yang cukup bagus kebetulan ktp fisik sedang ada perubahan data jadi sangat tergantung dgn ktp digital tapi kalo seperti ini untuk sat ini kita belum bisa sepenuhnya bergantung pada ktp digital tolong diperbaiki dulu sdm dan teknologinya,2,2023,12,5,-1
bukanya mempermudah malah mempersulit susah amat log in nya padahal jaringan bagus ini yang masalah sinyal apa aplikasi nya sih tolong di perbaiki,1,2023,12,13,-1
jika hanya di buka dengan paket data tidak kuat masuk berat harus pakai wifi baru bisa buka aplikasi nya tolong dong di ringankan supaya mudah di akses dr semua tempat dengan paket data,2,2024,1,27,-1
aplikasinya ini sebenarnya gak berguna dr awal daftar sampai detik ini pd menu dokumen selalu ada keterangan ny dokumen sedang di integrasikan trs kapan bisa nya coba trs guna ny apa donk orng dokumen nya tidak bisa dilihat,1,2024,1,5,-1
sebenernya mau komplain ketikan banyak tp males ngetiknya ngetik panjang paling juga ga ada fedbacknya ga ada perbaikan sama sekali intinya aplikasi ribet,1,2023,12,26,-1
aplikasi kok sepertinya berat banget buka dokumen cuma muter dan selalu muncul terjadi kesalahan terpaksa buka dokumenya dari web adminduk lebih gampang cuma repot jika setiap mau buka dokumen harus ke web lagi utk apa ada aplikasi ikd mohon perbaiki lagi supaya lebih memudahkan,2,2023,12,23,-1
sementara bintang 2 dulu dehapresiasi dengan adanya aplikasi initapi sayang untuk membuka aplikasinya sangat susah sekaliloading mulutolong bagian development program nya diperbaiki lagi tks,2,2024,1,23,-1
saya kasih bintang satu saja menurut saya mending dihapus ketentuan untuk scan qr code di disdukcapil itu sangat tidak efisien mengingat banyak orang yang bekerja dan punya kesibukan masing masing mending qr code tersebut bisa dintegrasikan dan di kirim ke email penguna tersebut sehinga lebih hemat waktu dan lebih efisien thanks,1,2024,1,3,-1
sepertinya bukan mempermudah ni aplikasi tapi membuat kita menjadi lebih ribet setelah instal dan login sampai sat ini ngak bisa dibuka malah loading terus gimana apa perlu dicolokin ke sinyal tower mau dipakaiaplikasi seperti ini kenapa sudah diterbitkan masih banyak yang harus diperbaiki,3,2023,12,30,-1
tidak bisa log in aplikasilikasi nya sangat buruk bukanya mempermudah malah mempersulit di sat sedang sangat di butuhkan malah aplikasilikasi nya ng bisa di buka sama sekali tolong di perbaiki lagi *tolong di perbaiki lagi* aplikasilikasilikasi bug terus nga bisa di buka,1,2023,12,27,-1
sebenarnya lebih mudah mengunakan aplikasi ini untuk mengurus sesuatu yang berhubungan dengan dukcapil di era digital namun kenapa di sat saya sudah berhasil membuat surat pindah tapi tidak bisa didownload parahnya setelah saya pindah pulau aplikasi ini tidak bisa dibuka alasanya koneksi padahal koneksi lancar saya sangat kesulitan sekali,2,2024,2,12,-1
bagi saya aplikasi ini tidak ubahnya aplikasi pemerintah pada umumnya uinya buruk terlebih belum lagi soal kemanan dari tahun ke tahun dukcapil ini seperti hanya menghabis2kan angaran mengiring data kita sebagai warga masyarakat ke dalam aplikasi belum selesai kasus ktp elektronik ini muncul lagi yang baru segala tapi sampai sat ini tidak ada transparansi soal keamanan data dan tidak ada integrasi data antara urusan satu dan lainya pemerintah ini parah,1,2024,2,12,-1
apl rusak buat apl tu yang niat lah apl nya ngestuck di tampilan awal doang trus katanya jaringan gak stabil padahal udah pke jaringan/ wifi yang kenceng juga hdh apasi,1,2024,1,7,-1
ngapain dibikin digital kalau masih disuruh datang hanya untuk konfirmasi pendaftaran aplikasinya digital itu untuk mempermudah kalau it nya ga sangup bikin y cari it yang bagus yang sangup bikin duit negara kan banyak,1,2023,12,12,-1
inovasinya sudah bagus punya aplikasi yang bagus juga tapi dari segi integrasi ke layanan online masih kurang harusnya disat kita melakukan aktivitas atau pengajuan apapun di kelurahan atau yang berhubungan dengan status kependudukan bisa di integrasi kan ke aplikasi ini dan bisa di lihat sejauh mana prosesnya sudah berjalan jd sekarang apalikasi ini hanya jd wadah untuk melihat data k dan ktp saja saya rasa kalau hanya untuk keperluan itu aplikasi ini terlalu berlebihan maksimalkan lagi,1,2024,1,15,-1
parah sih jaringan di wilayah saya bagus kuota masih banyak pas buka aplikasi malah muncul terjadi kesalahan koneksi trus kalo pas lagi darurat mau gunain ktp gimana sementara pembuatan ektp dipersulit dengan alasan gak ada blangko nya,1,2024,2,26,-1
instal aplikasi ok setelah mendaftar susah masuknya perbaiki dulu aplikasi jadi mudah daftar dan masuk aplikasi gitu baru ok mau daftar aja susah apalagi masuknya aplikasinya mau maju teknologi terbatas bikin nyesel instal aplikasi apan ini,2,2023,12,17,-1
aplikasi ga bisa digunakan gak jelas setelah loading terjadi kesalahan koneksi coba lagi coba lagi sampai kapan sampai kiamat diupdate juga ga ngaruh sdh pake paket data juga gak bs pkai wifi juga ga bs sama aja,1,2024,2,24,-1
segala bentuk pelayanan digital yang di kelola negara wakanda serba tertingal dari segi tampilan web ataupun aplikasi seperti jaman sebelum ada bloger itu baru tampilan belum lagi sistem yang banyak tidak berfungsi sebagaimana mestinya dan masih banyak lagi tentunya digitalisasi sepertinya hanya gimik semata yang dibuat dengan asal jadi yang penting ada tidak dibuat dengan sebaik baiknya kita memang harus mengikuti perkembangan jaman tapi tidak juga dg asal asalan,1,2024,1,14,-1
mohon maaf kalau masih ngebug dan banyak masalah dalam sistem aplikasinya lebih baik langsung cepat diatasi sudah masuk playstore tapi dapat nilai 30 menandakan aplikasi ini sangat riskan databasenya buat apasih kayak gini ga berguna aslinya lebih baik kembangkan scaning langsung ditempat ga repot buka ini buka itu,1,2024,1,3,-1
aplikasi tidak bisa dibuka kesalahan koneksi padahal paket data ada wifi juga sudah coba tp tetap saja tidak bisa dipakai tolong lebih diperbaiki kembali aplikasinya semoga dapat bermanfat untuk masyarakat indonesia dalam mengunakan layanan umum di seluruh wilayah indonesia,1,2024,2,25,-1
terburuk kalo aplikasi nya masih suka eror ngak usah di pergunakan secara umum dong saya menungu di dukcapil sampai 5 jam tapi ini aplikasi ngak baik terus katanya mempermudah masayaarakat tapi kenyatanya mempersulit kita karena tidak bisa cetak ktp kalo aplikasi eror,1,2024,1,2,-1
kenapa ya setiap aplikasi atau situs pemerintah selalu lemot harusnya situs / aplikasi pemerintah itu terbaik karena untuk melayani masyarakat angaranya juga dari pemerintah kok lah daftarnya berhasil pengajuan layanan sudah ada begitu mau di cek hasil pengajuan layanan eh aplikasi ga bisa dibuka alasanya terjadi kesalahan koneksi padahal nonton apapun juga lancar pake wifi juga ga bisa dibuka apapun provider wifinya,1,2024,2,24,-1
bikin aplikasi kok fungsi sekali buat daftar doang setelah itu sama sekali ga bisa di akses udah berkalikali mencoba tiap hari selama hampir sebulan selalu gagal dengan alasan masalah jaringan apa ini aplikasi buat ngumpulin data penduduk doang terus ga bisa berfungsi lagi gitu jadi pengembang itu harus responsif ga cuma sekedar buat terus dia abaikan begitu aja,1,2023,12,22,-1
tolonglah servernya gedein lagi masuk susah banget negara besar server sulit tujuan adanya aplikasi yaitu menunjang kerja yang cepat efisien bukan memperlambat mau ngecek ktp digital aj susah sulit,1,2024,1,4,-1
setiap kali di buka selalu muncul terjadi kesalahan koneksi padahal jaringan bagus sekali pake wifi pun tidak jadi aplikasi ini sebenarnya fungsinya apa,1,2023,12,29,-1
maaf sebelumnya kenapa ya setiap kali masuk untuk melihat dokumen ektp tidak muncul gambarnya tolong perbaiki aplikasinyakalau sudah bisa di akses akan tambah lagi bintangnya terima kasih,2,2023,12,1,-1
gak bisa login dengan alasan jaringan tidak stabil padahal jaringan masih 4g stabil buka aplikasi lain lancar loh ini udah blanko ktp nya gak ada lewat aplikasi ini malah eror terus kalo memang jadinya menyusahkan bukan memudahkan mending gak perlu pake acara instal aplikasi2 kek gini min,1,2024,2,11,-1
sebelum registrasi sangat penasaran pengen segera aktivasi setelah lihat tampilanya biasa aja tidak ada yang luar bisa kalau ada kendala terkait identitas juga susah prosesnya di menu dokumen juga cuma bisa liat ktp kepala keluarga saja tidak bisa semua,1,2024,2,1,-1
cetak ektp fisik sulit karena keterbatasan blangko pake identitas ktp digital begitu mau lihat dokumen ktp nya gak bisa di akses dengan pesan eror terjadi kesalahan coba lagi udah coba lagi begitu aja terus sampe kiamat pemerintah kalo bikin aplikasi kenapa gak pernah ada yang benar dan bagus rakyat yang selalu jadi korban hadeh,1,2024,1,8,-1
tolong di perbaiki lagi system aplikasi nyabiar gak loading terlalu lama sat di buka aplikasinya sudah beberapa kali mencoba masuk untuk login tapi kaga bisa loading terus sampai mau meledak hp,1,2024,1,29,-1
semua data yang masuk k bisa dilihat dari aplikasi hanya tidak bisa di s kekuranganya terlalu banyak menghabiskan paket internet masa saya beli paket data 5gb buat instal dan konfirmasi data di aplikasi ikg ga ada sejam langsung habis 5gb tolong di perbarui ya min sekiranya kami kaum mendang mending ini ga ngelus dada kaget tiba2 kehabisan paket internet,3,2023,12,24,-1
